rfc_id,discussion_title,discussion_result_comment_id,discussion_input_comment,project
900,RfC on verifiability in ACORN section,38159,38160,wikipedia
901,RfC on treating files tagged with Do not move to Commons as non-free,38191,38192,wikipedia
902,Request for Comment,38205,38206,wikipedia
903,RfC: RT (Russia Today),38211,38212,wikipedia
904,RfC: RT (Russia Today),38267,38268,wikipedia
905,RfC on inclusion of lab-accident theory,38323,38324,wikipedia
906,RfC on inclusion of lab-accident theory,38370,38371,wikipedia
907,Merger proposal,38417,38418,wikipedia
908,Split,38457,38458,wikipedia
909,RFC: lead photo,38467,38468,wikipedia
910,RfC: Should an infobox be added to the article: Wolfgang Amadeus Mozart,39029,39030,wikipedia
911,RFC,39117,39118,wikipedia
912,RfC,39234,39235,wikipedia
913,RFC prominent controversies,39250,39251,wikipedia
914,RfC on Chinese Foreign Ministry response to controversy regarding Africans in Guangzhou,39266,39267,wikipedia
915,RfC: Remove false and defamatory statements per [[WP:BLP]] and [[WP:DOLT]],39319,39320,wikipedia
916,RfC on Donald Trump inclusion,39322,39323,wikipedia
917,Other States,39357,39358,wikipedia
918,RfC: Pie chart,39362,39363,wikipedia
919,Rfc regarding the [[2020 Democratic presidential primaries]] infobox template,39436,39437,wikipedia
920,Q5. Switcher,39623,39624,wikipedia
921,Q5. Switcher,39630,39631,wikipedia
922,Request for comment on opening paragraph,39637,39638,wikipedia
923,RFC: Numbering,39769,39770,wikipedia
924,RfC for the wording of the Chinese deaths,39809,39810,wikipedia
925,Infobox cause of death?,39824,39825,wikipedia
926,Infobox cause of death?,39830,39831,wikipedia
927,RfC on table captions,39836,39837,wikipedia
928,Tim Pool a conspiracy theorist?,39899,39900,wikipedia
929,Communities Digital News,39949,39950,wikipedia
930,List inclusion criteria,39960,39961,wikipedia
931,RFC on MMfA white supremacy timeline,40018,40019,wikipedia
932,RfC: Concerning removal of material from this article,40084,40085,wikipedia
933,RfC on image,40180,40181,wikipedia
934,RfC: Fox News,40218,40219,wikipedia
935,Request for Comment about descriptions of reputation in the ledes of articles about colleges and universities,40737,40738,wikipedia
936,RfC: On determining series end dates,40805,40806,wikipedia
937,RfC Superstitions in Muslim societies related questions,41002,41003,wikipedia
938,Request for comment on marriage opinions,41024,41025,wikipedia
939,RfC about announcements of future vehicles,41039,41040,wikipedia
940,"adding an influence{s,d} parameter",41062,41063,wikipedia
941,Of archdukes and princes,41068,41069,wikipedia
942,Request for Comment (2019-05-01),41246,41247,wikipedia
943,RfC on AMS fellowship selectiveness,41264,41265,wikipedia
944,RfC on limiting PROD to CONFIRMED editors,41282,41283,wikipedia
945,RfC on limiting PROD to CONFIRMED editors,41340,41341,wikipedia
946,"RfC Awaiting Closure (""Allegations of inappropriate physical contact"" header)",41398,41399,wikipedia
947,RFC on MSNBC,41498,41499,wikipedia
948,Changing the location of GA and FA icons,41567,41568,wikipedia
949,RFC on Second Paragraph of Lede,41587,41588,wikipedia
950,Rfc on inclusion for the infobox,41656,41657,wikipedia
951,"RFC: ""Trans rights activist"" in fourth paragraph",41762,41763,wikipedia
952,RfC about legality of abortion to save woman's life in Vatican City,41809,41810,wikipedia
953,RfC about allegations of an affair,41817,41818,wikipedia
954,RfC: Dealing with abuse of RedWarn,41981,41982,wikipedia
955,RfC on exceptions to WP:OCAWARD,42001,42002,wikipedia
956,RfC: Should Page Movers be permitted to move move-protected pages?,42076,42077,wikipedia
957,RfC about including the subject's previous name in the opening paragraph,42135,42136,wikipedia
958,Issues raised by Citation bot,42144,42145,wikipedia
959,Rfc regarding list of criminal convictions in infobox,42277,42278,wikipedia
960,RFC on Omission of the findings of the Jefferson-Hemings Scholars Commission from this article,42305,42306,wikipedia
961,Responses (Xinhua),42332,42333,wikipedia
962,RfC: What image should appear in the infobox at [[Sydney]]?,42752,42753,wikipedia
963,RFC: HuffPost,42821,42822,wikipedia
964,RfC on misinformation in the lede,42891,42892,wikipedia
965,RFC,42903,42904,wikipedia
966,RFC on how to format external links,42993,42994,wikipedia
967,Reducing the size of the list of groups that shouldn't be targeted by personal attacks,43032,43033,wikipedia
968,RfC: Reliability of headlines,43038,43039,wikipedia
969,Request for Comment - Can the adjective secular be applied to the Crusading Movement?,43152,43153,wikipedia
970,"RfC about  copy-editing ""cult"" claims in the article",43184,43185,wikipedia
971,Independently-sourced endorsements,43204,43205,wikipedia
972,RfC: are extermination camps a subset of concentration camps?,43207,43208,wikipedia
973,RfC: How should Fury's nationality be described?,43255,43256,wikipedia
974,Request for Comment on article title,43273,43274,wikipedia
975,Request for comments concerning opening sentence,43425,43426,wikipedia
976,Radical RFC comments,43472,43473,wikipedia
977,RfC on change to MOS:DABMENTION,43501,43502,wikipedia
978,RfC about the date of birth,43562,43563,wikipedia
979,RFC on James Alison,43583,43584,wikipedia
980,RfC about adding the EU to the article,43601,43602,wikipedia
981,RfC on the edit disagreement between [[User:Luwanglinux]] and me,43643,43644,wikipedia
982,RfC on table style,43653,43654,wikipedia
983,RfC: Misinformation visual,43665,43666,wikipedia
984,RfC 2,43778,43779,wikipedia
985,RfC: Include Sweden?,43783,43784,wikipedia
986,RFC on oldest president in lead,43815,43816,wikipedia
987,RfC: Sherdog.com,43848,43849,wikipedia
988,RFC: Nonmetal categories,44177,44178,wikipedia
989,RfC about Fox being described as Conservative,44193,44194,wikipedia
990,RFC about including sons name,44248,44249,wikipedia
991,Newsmax,44294,44295,wikipedia
992,Request for Comment on inclusion of Old Testament material in the article,44379,44380,wikipedia
993,Cosmetic Bot Day (CBD),44496,44497,wikipedia
994,RfC: What sources should be used for calling states?,44632,44633,wikipedia
995,RfC on adding Georgia,44691,44692,wikipedia
996,RfC,44806,44807,wikipedia
997,"RfC: Should ""antisemitism"" be removed from the lead?",44825,44826,wikipedia
998,RfC on the inclusion of certain statements about unreliability and inaccuracy,44911,44912,wikipedia
999,"Should ""President Trump"" be replaced with either ""Trump"" or ""Donald Trump""?",44958,44959,wikipedia
1000,Request for comment on Lance Stroll's Aston Martin seat,44988,44989,wikipedia
1001,RfC: Should G2 now apply to duplicate templates?,45034,45035,wikipedia
1002,RfC - Mention the child support suit,45040,45041,wikipedia
1003,RfC on heading on Linehan's activities in relation to transgender causes and people,45337,45338,wikipedia
1004,RfC about sociological concept vs phenomenon,45536,45537,wikipedia
1005,RfC: National Flags vs Civil Ensign,45567,45568,wikipedia
1006,RfC about the addition of a section entitled Medical_uses#COVID-19,45670,45671,wikipedia
1007,RFC on granting delete-redirect to page movers,45677,45678,wikipedia
1008,Implementation of previous RfC,45726,45727,wikipedia
1009,RFC: Regnal names,45751,45752,wikipedia
1010,New edits,45830,45831,wikipedia
1011,!Votes,45834,45835,wikipedia
1012,RfC - [[The Raw Story]],45844,45845,wikipedia
1013,RfC: inclusion of content,45866,45867,wikipedia
1014,Terminology - Impeached,45915,45916,wikipedia
1015,RfC about the four inclusion criteria,45928,45929,wikipedia
1016,RfC about the four inclusion criteria,45940,45941,wikipedia
1017,RfC on proposed base version of this article.,45952,45953,wikipedia
1018,Request for Comment - Arrest warrants,45974,45975,wikipedia
1019,"RFC: ""Jihad Watch"", should it be deprecated as a source?",46000,46001,wikipedia
1020,RfC on text around conspiracy theories,46049,46050,wikipedia
1021,RfC on Donald Trump inclusion,46097,46098,wikipedia
1022,RfC: Describing Powell as conspiracy theorist?,46132,46133,wikipedia
1023,RfC on prior names,46303,46304,wikipedia
1024,Add (East sea),46382,46383,wikipedia
1025,RfC: Summarize research in the lead,46432,46433,wikipedia
1026,RfC: Deprecating the net worth parameter?,46449,46450,wikipedia
1027,RfC - Democracy,46464,46465,wikipedia
1028,RfC: The Needle Drop,46536,46537,wikipedia
1029,RfC: Should the sentence on xenophobia in the lead be removed?,46612,46613,wikipedia
1030,RfC: Kyiv/Kiev in other articles,46641,46642,wikipedia
1031,RFC on including DC Comics,46700,46701,wikipedia
1032,Sidebars (navboxes) should NOT be used in the lead,46712,46713,wikipedia
1033,RfC on using birthyear as a disambiguator,46787,46788,wikipedia
1034,RfC: Civilian Complaint Review Board,46817,46818,wikipedia
1035,RFC Criminal,46827,46828,wikipedia
1036,RFC on Infobox (Listing of Parties),46885,46886,wikipedia
1037,Deprecating the net worth parameter?,47009,47010,wikipedia
1038,"RfC: Undoing ""bombing"" removal from infobox",47152,47153,wikipedia
1039,RFC about Tilda Swinton,47173,47174,wikipedia
1040,[[Scriptural texts]] ([[WP:RSPSCRIPTURE]]),47185,47186,wikipedia
1041,Long tag,47275,47276,wikipedia
1042,RFC on infobox caption,47526,47527,wikipedia
1043,"RFC: Addition of culinary, cultural and scientific aspects of China in the introduction",47557,47558,wikipedia
1044,Third proposal,47587,47588,wikipedia
1045,RfC: O'Sullivan tweet,48737,48738,wikipedia
1046,"RfC: Inclusion of alt-right, white nationalist, and Great Replacement details in lead",48742,48743,wikipedia
1047,RfC about removing contentious content from the lede,48793,48794,wikipedia
1048,Request for comments,48826,48827,wikipedia
1049,RfC: Misuse of G2 in draftspace,48843,48844,wikipedia
1050,RfC regarding an edit to the article and it's compliance with WP Policies,48865,48866,wikipedia
1051,"A very long RfC, I hope it doesn't get ignored",48870,48871,wikipedia
1052,RfC about [[Taiwan]] in the first paragraph of its article,48956,48957,wikipedia
1053,Survey,49041,49042,wikipedia
1054,RFC: Should certain succession box content be deleted?,49145,49146,wikipedia
1055,RFC: Should certain succession box content be deleted?,49191,49192,wikipedia
1056,RFC: Should certain succession box content be deleted?,49237,49238,wikipedia
1057,RfC on including external links,49283,49284,wikipedia
1058,RfC: China Daily,49300,49301,wikipedia
1059,OpenCritic Percentage Recommended Score,49576,49577,wikipedia
1060,Category:murder,49630,49631,wikipedia
1061,Byrd and the KKK on the lead,49644,49645,wikipedia
1062,Ground rules,49669,49670,wikipedia
1063,RfC — Uyghur flag,49803,49804,wikipedia
1064,RfC: Definition of general reference,49817,49818,wikipedia
1065,"RfC: Does the GOP support ""restrictions on immigration"" or just on ""illegal immigration""?",49845,49846,wikipedia
1066,RfC,49864,49865,wikipedia
1067,"Questioning the sourcing on ""white nationalist""",49878,49879,wikipedia
1068,RfC  on MILAN SCHREUER and DAN BILEFSKY article in New York Times,49949,49950,wikipedia
1069,Question to the community: Should Arbcom members be restricted from discussing active cases and participants on forums outside Wikipedia?,50002,50003,wikipedia
1070,RfC: Conspiracy theorist in the lead sentence,50159,50160,wikipedia
1071,Can a title without an article be a primary topic?,50186,50187,wikipedia
1072,RfC: application of [[MOS:JOBTITLES]],50197,50198,wikipedia
1073,"Request For Comment on a ""Wait"" !Vote",50206,50207,wikipedia
1074,RfC: [[Coda Story]],50240,50241,wikipedia
1075,RFC to IAR for hook sets of Yoninah's work on the Main Page,50270,50271,wikipedia
1076,Facts.Org.cn (Truth on Falun Gong),50337,50338,wikipedia
1077,Ruby Tandoh,50352,50353,wikipedia
1078,"RFC on edit dispute between user TrangaBellam, Kautilya and me on Puya Meithaba event",50393,50394,wikipedia
1079,RfC on racial hereditarianism,50406,50407,wikipedia
1080,RfC: Inclusion of proposed debate with Alexandria Ocasio-Cortez,50493,50494,wikipedia
1081,"RfC Usage of word ""today""",50496,50497,wikipedia
1082,RFC about the ways to discuss Margot's gender identity,50514,50515,wikipedia
1083,RfC: Is it non-neutral to say that Sheikh Mohammed rules an autocratic regime?,50538,50539,wikipedia
1084,RfC: Influence on COVID-19 response,50551,50552,wikipedia
1085,Should Musk be called an engineer?,50582,50583,wikipedia
1086,Reverting a revert,50754,50755,wikipedia
1087,RFC,50777,50778,wikipedia
1088,The lead,50967,50968,wikipedia
1089,RfC: [[The Globe and Mail]],51091,51092,wikipedia
1090,RfC: Laffer as Trump advisor on coronavirus,51280,51281,wikipedia
1091,"Removal of ""UK"" from location field in infoboxes",51302,51303,wikipedia
1092,RFC:  Chopin and Sexuality,51406,51407,wikipedia
1093,RFC on the lede,51553,51554,wikipedia
1094,RfC: Flag and coat of arms of Moldavia,51571,51572,wikipedia
1095,"Rent control: ""on consensus among economists""",51624,51625,wikipedia
1096,RfC,51675,51676,wikipedia
1097,"RfC on rendering ""independent"" in the party fields of election infoboxes",51807,51808,wikipedia
1098,RfC: Hemmer and Gerson comments,51815,51816,wikipedia
1099,RfC on flagicons in boxing record tables,51848,51849,wikipedia
1100,RFC on François Robere's second proposal: Views and lead,51855,51856,wikipedia
1101,Merger proposal,51920,51921,wikipedia
1102,RfC on playlist adds in song articles,51928,51929,wikipedia
1103,Wikipedia should Celebrate [[Autistic Pride Day]],51946,51947,wikipedia
1104,Should this article be merged into one of these other COVID-19 China articles?,52197,52198,wikipedia
1105,RFC: PragerU's Robert E Lee video,52264,52265,wikipedia
1106,New information,52283,52284,wikipedia
1107,RFC: The Independent,52288,52289,wikipedia
1108,RfC about suggested statement,52306,52307,wikipedia
1109,Rfc about Forbes Article,52307,52308,wikipedia
1110,Rugbyfan22's proposal,52312,52313,wikipedia
1111,RFC conservation status of Humans in the infobox,52400,52401,wikipedia
1112,Propose Merge From: [[The Ben Shapiro Show]],52742,52743,wikipedia
1113,RfC: Press TV on Saudi Arabian protests,52779,52780,wikipedia
1114,RfC: Press TV on Saudi Arabian protests,52806,52807,wikipedia
1115,RfC on main picture,52833,52834,wikipedia
1116,= New RfC =,52842,52843,wikipedia
1117,RfC about reorganizing article titles,52868,52869,wikipedia
1118,Jonestown location and the 1978 Jonestown Massacre should be two different articles,52870,52871,wikipedia
1119,Adjusting the TFA re-running period,52888,52889,wikipedia
1120,"RfC on [[User:Krakkos/sandbox/Goths|proposal]] to simplify the Prehistory, Early history and Movement towards the Black Sea sections and merge them into a single Origins and early history section",52950,52951,wikipedia
1121,"RfC on [[User:Krakkos/sandbox/Goths|proposal]] to simplify the Prehistory, Early history and Movement towards the Black Sea sections and merge them into a single Origins and early history section",52998,52999,wikipedia
1122,RfC : Inclusion of names of suspects and involved individuals,53046,53047,wikipedia
1123,Proposal: expand F2 to cover certain file talk pages,53089,53090,wikipedia
1124,RfC about US government delegation visit to OPCW investigation team,53091,53092,wikipedia
1125,Game Rant,53134,53135,wikipedia
1126,Upcoming merger of WPTC and other meteorology WikiProjects into WikiProject Weather,53222,53223,wikipedia
1127,RfC: Expanding 5% infobox threshold,53265,53266,wikipedia
1128,RfC: Infobox image,53285,53286,wikipedia
1129,RfC about the lede,53312,53313,wikipedia
1130,"""Chair"" v ""chairwoman""",53332,53333,wikipedia
1131,RfC: Business Insider music coverage,53432,53433,wikipedia
1132,Proposal: Turn on syntax highlighting by default for new accounts,53450,53451,wikipedia
1133,RfC: Where should so-called voiceless approximants be covered?,53512,53513,wikipedia
1134,"RfC on the usage of ""spreader of disinformation"" in the article",53556,53557,wikipedia
1135,RFC: Should recent presidents be included?,53662,53663,wikipedia
1136,Reliability of [[The Straits Times]],53702,53703,wikipedia
1137,RfC: should the documented 2020-2021 academic activity around IUTT be included?,53727,53728,wikipedia
1138,RfC: should the documented 2020-2021 academic activity around IUTT be included?,53729,53730,wikipedia
1139,RfC: first sentence of the lead,53731,53732,wikipedia
1140,RfC: Should we associate Roman Protasevich with neo-nazis?,53787,53788,wikipedia
1141,"Request for comment: should ""internet"" be capitalized as a proper noun?",53829,53830,wikipedia
1142,RfC: What is the Indian Medical Association's position on Ayurveda?,53879,53880,wikipedia
1143,RfC: First Sentence of MEDRS,54055,54056,wikipedia
1144,RfC: Linking non-major countries,54177,54178,wikipedia
1145,Lead,54205,54206,wikipedia
1146,RFC about [[Linux]] Page Length,54209,54210,wikipedia
1147,RfC for SLS Launch Cost,54222,54223,wikipedia
1148,Infobox image RfC,54275,54276,wikipedia
1149,Should we use ECP on templates?,54292,54293,wikipedia
1150,Consensus on Iran-AQ link section [[User:TheTimesAreAChanging]],54362,54363,wikipedia
1151,RfC: Should the lead section mention that the subject promotes conspiracy theories?,54398,54399,wikipedia
1152,RFC on nationality in the lead,54465,54466,wikipedia
1153,"RfC: A TikToker, associates, other accused constitute 'Public figure' or not?",54482,54483,wikipedia
1154,Circular references from [[The Times of India]],54515,54516,wikipedia
1155,RfC on categories in the article,54705,54706,wikipedia
1156,Should we add a Wikipedia page for Hurricane Sam (2021),54712,54713,wikipedia
1157,RfC about the 2021 Canadian election results,54788,54789,wikipedia
1158,"RfC about the ""Other meaning"" category",54847,54848,wikipedia
1159,Can we ban think tanks as legitimate sources in wikipedia?,54848,54849,wikipedia
1160,Rfc: lead image,54859,54860,wikipedia
1161,RfC on Olivia Rodrigo's profession as a singer-songwriter,54887,54888,wikipedia
1162,RFC,54915,54916,wikipedia
1163,RfC w rgd image in infobox,54961,54962,wikipedia
1164,RfC on Texas abortion law,54981,54982,wikipedia
1165,Support (8B.alt Trial Admin election),54998,54999,wikipedia
1166,Support (8B.alt Trial Admin election),55021,55022,wikipedia
1167,"RfC Should article state year the story begins, 26392 AD?",55044,55045,wikipedia
1168,"RfC: Use a map, an image, or neither?",55052,55053,wikipedia
1169,RfC: Using samples to identify songs in song articles,55092,55093,wikipedia
1170,RfC: Should band navboxes list members that don't have their own articles or which redirect to their bands?,55177,55178,wikipedia
1171,RfC: Should band navboxes list members that don't have their own articles or which redirect to their bands?,55188,55189,wikipedia
1172,RfC: Should band navboxes list members that don't have their own articles or which redirect to their bands?,55199,55200,wikipedia
1173,RFC: What to put in the 'host city' section of the infobox,55210,55211,wikipedia
1174,RfC: Republic TV,55231,55232,wikipedia
1175,RfC on the use of dual names for locations in New Zealand,55261,55262,wikipedia
1176,RfC for lead image,55413,55414,wikipedia
1177,RfC: The Daily Wire,55448,55449,wikipedia
1178,RFC: Incumbent section of  'Year in place' articles.,55814,55815,wikipedia
1179,Is the [[American Political Science Review]] a reliable source?,55852,55853,wikipedia
1180,Rfc: What is the origin of the Ifat Sultanate?,55914,55915,wikipedia
1181,Request for comment on the description of Eric Zemmour's ideology,55927,55928,wikipedia
1182,RFC - Should it be mentioned that Taiwan is a province of China in the lede and/or in the article,55969,55970,wikipedia
1183,Enable Article / Talk tab bar for mobile anon users,55989,55990,wikipedia
1184,"RFC, how should we word the material about Assange and Seth Rich?",56156,56157,wikipedia
1185,RfC: Mentioning of Narendra Modi's marriage,56316,56317,wikipedia
1186,RfC,56405,56406,wikipedia
1187,RFC on Destruction of Town,56431,56432,wikipedia
1188,RfC: Including victims' names in the article,56466,56467,wikipedia
1189,RFC on having delineated sections in ANI discussions,56472,56473,wikipedia
1190,RFC:  Delete Point 3 in [[WP:DRVPURPOSE]],56524,56525,wikipedia
1191,"RFC: Keep or Delete the monarch, in 'incumbent' section",56622,56623,wikipedia
1192,RfC: Affluent interests and business interests,56642,56643,wikipedia
1193,RfC on including Racism study in Scholar Survey Summary table,56731,56732,wikipedia
1194,RfC: Stronger guidance against using real names,56745,56746,wikipedia
1195,RFC on Nersesov and others,56769,56770,wikipedia
1196,RfC about details in Early Life section,56789,56790,wikipedia
1197,rfc: shall we update cs1/2?,56794,56795,wikipedia
1198,RfC on UK Coronavirus usage,56850,56851,wikipedia
1199,RfC about how we should use the Frutos source,56865,56866,wikipedia
1200,RFC on opening sentence,56878,56879,wikipedia
1201,"RfC: ""Controversial research funded by AIER in the past includes a study asserting that sweatshops supplying multinationals are beneficial for those working in them""",56967,56968,wikipedia
1202,RfC on boldfacing of scientific names in articles about organisms,56996,56997,wikipedia
1203,RfC on infobox type,57016,57017,wikipedia
1204,RfC about lists of [inhabitants of a certain region] by net worth,57066,57067,wikipedia
1205,RfC: Gallup poll,57090,57091,wikipedia
1206,Request for comment regarding Keene,57112,57113,wikipedia
1207,RfC: two sentences based on an article by Jane Mayer,57144,57145,wikipedia
1208,Request for Comment,57163,57164,wikipedia
1209,RFC on lead sentence,57180,57181,wikipedia
1210,"RfC on alphabetization of extended-latin characters (eg ""ä"" etc)",57220,57221,wikipedia
1211,RfC: Neutrality tag,57368,57369,wikipedia
1212,Request for comment: stroke,57440,57441,wikipedia
1213,RfC - change to Wikipedia's five pillars - [[WP:5P]],57460,57461,wikipedia
1214,"RFC: Should forms of the word ""alleged"" be used prior to a conviction to describe the ""push"" that may have caused the death of Michelle Go?",57771,57772,wikipedia
1215,Feminine pronouns should be used,57780,57781,wikipedia
1216,RfC about publishing the deadnames of trans people,57911,57912,wikipedia
1217,Request for comment,57931,57932,wikipedia
1218,RfC: The lead,57935,57936,wikipedia
1219,RFC,57965,57966,wikipedia
1220,RfC on display of vote totals,57983,57984,wikipedia
1221,"RfC about adding ""far-right"" to the lead",58000,58001,wikipedia
1222,RFC on apa.az use for Armenia/Nagorno-Karabakh articles,58046,58047,wikipedia
1223,RFC: Inclusion of Windsor surname for George V and descendants,58057,58058,wikipedia
1224,RfC on new Motorsports guidelines,58070,58071,wikipedia
1225,RfC on new Motorsports guidelines,58101,58102,wikipedia
1226,"RFC ""Bias categories"" and whether we can categorize people, groups, organizations, and media under them",58132,58133,wikipedia
1227,RfC on our Solar System vs the Solar System,58186,58187,wikipedia
1228,Deprecation RfC: [[CounterPunch]],58242,58243,wikipedia
1229,RfC: 'Titles and Styles' sections,58427,58428,wikipedia
1230,RfC: Growth features to all newcomers,58554,58555,wikipedia
1231,RfC - [[Who's Who (UK)|Who's Who]] (UK),58600,58601,wikipedia
1232,RFC:Should the following be included,58612,58613,wikipedia
1233,RfC 2 on the use of dash-separated titles for sports events,58631,58632,wikipedia
1234,Request for comment on the first sentence of articles about subpopulations,58796,58797,wikipedia
1235,RFC,58819,58820,wikipedia
1236,RFC on Regional Criterion,58844,58845,wikipedia
1237,RfC - Should NATO be displayed in the infobox as a support belligerent providing indirect military aid?,58907,58908,wikipedia
1238,RfC: Should the individual arms supplying countries be added to the infobox?,58938,58939,wikipedia
1239,RfC about the runtime columns,59031,59032,wikipedia
1240,RfC on the addition of a [[WP:NOPAGE|stand-alone page]] creation criteria to the [[WP:NGEO|geography notability guideline]],59074,59075,wikipedia
1241,RfC- Sky News Australia,59098,59099,wikipedia
1242,RfC: Does the list of TSDBs on this page require citations for entries?,59101,59102,wikipedia
1243,RfC on Superpower status,59136,59137,wikipedia
1244,RfC: Behind the Voice Actors,59157,59158,wikipedia
1245,RFC: Should users without successful DYK Nominations be asked to judge other DYK Nominations,59401,59402,wikipedia
1246,[[WP:NFOOTY|Association football (soccer)]],59411,59412,wikipedia
1247,RfC: [[ANNA News]],59443,59444,wikipedia
1248,RFC: Changing the icon for PDF files,59465,59466,wikipedia
1249,RFC: Changing the icon for PDF files,59535,59536,wikipedia
1250,Image 1,59605,59606,wikipedia
1251,Rfc,59676,59677,wikipedia
1252,RfC on examples,59693,59694,wikipedia
1253,RFC: Uncollapse infobox,59696,59697,wikipedia
1254,"RFC for ""Zionism as settler colonialism""",59852,59853,wikipedia
1255,RfC: Anthony Fantano's review,59878,59879,wikipedia
1256,RFC: Candidate ages,59890,59891,wikipedia
1257,Skeptical Inquirer at Arbcom,59898,59899,wikipedia
1258,RfC: Time to stop April Fools' Day joke edits on Wikipedia?,60202,60203,wikipedia
1259,"RfC on ""Supported by"" in the infobox for Ukraine",60272,60273,wikipedia
1260,New RFC on Inclusion Rules for Italian Political Parties,60356,60357,wikipedia
1261,New RFC on Inclusion Rules for Italian Political Parties,60391,60392,wikipedia
1262,RfC: Welcome-menu and Welcome-graphical,60426,60427,wikipedia
1263,"Request for comments - ""[[Catholic (term)]]"" to ""[[History of Catholicity]]""",60442,60443,wikipedia
1264,RFC: Should the monarch be included in Wales in Year articles?,60452,60453,wikipedia
1265,RfC on Notability of Violet B. Haas,60504,60505,wikipedia
1266,RfC on Notability and Sourcing,60511,60512,wikipedia
1267,Gas Chambers (and the issue of one particular source reliability -  title edited by GizzyCatBella),60513,60514,wikipedia
1268,RfC: 10 years later – can we add spouse/partner parameters yet?,60823,60824,wikipedia
1269,"RfC: ""Fascist"" categories and sidebar",60853,60854,wikipedia
1270,RfC on use of the words safe and safety,60916,60917,wikipedia
1271,Split proposal,60961,60962,wikipedia
1272,"""She"" for ships",61018,61019,wikipedia
1273,"""She"" for ships",61418,61419,wikipedia
1274,RfC: Should the lead section have any citations?,61818,61819,wikipedia
1275,"""Genocide denial"" and Uyghurs",61912,61913,wikipedia
1276,RfC: Including victims' names in the article,61955,61956,wikipedia
1277,"RFC: Should the websites she surveyed be described as ""anti-trans"" in the lead?",62039,62040,wikipedia
1278,"""Conspiracy theory"" not ideal title. Let's discuss other options.",62153,62154,wikipedia
1279,RFC:  Identification of Law Firm,62192,62193,wikipedia
1280,RfC: Including victims' biographies in the article,62202,62203,wikipedia
1281,RfC regarding disambiguation hatnote for “USAA”,62306,62307,wikipedia
1282,Proposal (RfC),62319,62320,wikipedia
1283,RfC: Turkish village stub mass redirect,62382,62383,wikipedia
1284,Enabling the New Topic Tool by default,62395,62396,wikipedia
1285,Enabling the New Topic Tool by default,62437,62438,wikipedia
1286,"RFC designation of Azov ""Battalion"" as neo-Nazi in lede",62479,62480,wikipedia
1287,= Discussion 3=,62787,62788,wikipedia
1288,RfC on infobox template,62807,62808,wikipedia
1289,"RfC: Should rapid-onset gender dysphoria be described as ""fringe""?",62828,62829,wikipedia
1290,<s>RfC: Restore Musk’s Co-founder of Tesla title?</s>,63112,63113,wikipedia
1291,RfC,63116,63117,wikipedia
1292,RfC: Track listing sections on albums,63126,63127,wikipedia
1293,RfC: Should Elon Musk be considered a 'co-founder of Tesla' in the lede and infobox?,63157,63158,wikipedia
1294,RfC about linking the term non-Muslim to the [[Kafir]] article,63195,63196,wikipedia
1295,"RfC on layout of ""contest by year"" articles",63219,63220,wikipedia
1296,RfC on examples,63282,63283,wikipedia
1297,RFC on nationality in the lead and shortdesc,63324,63325,wikipedia
1298,Rfc for source regarding ADHD,63338,63339,wikipedia
1299,Infobox & Template colors,63361,63362,wikipedia
1300,Proposal : Wikipedia:Naming conventions Indian constituencies,63378,63379,wikipedia
1301,RFC: Should we delete all userboxes relating to topics covered by discretionary sanctions?,63405,63406,wikipedia
1302,RfC: Should we use the longstanding external links icon or the new one?,63414,63415,wikipedia
1303,RfC for neutrality proposal,63475,63476,wikipedia
1304,RfC about details in the other media section,63496,63497,wikipedia
1305,Request for comment: sentence in lede,63503,63504,wikipedia
1306,Conspiracy theorist in lede,63560,63561,wikipedia
1307,RfC regarding Infobox and map,63672,63673,wikipedia
1308,RFC on [[WP:NOTDIRECTORY]] and notability,63686,63687,wikipedia
1309,RfC for inclusion of Australian Indigenous placenames within the lead and infobox of articles,63899,63900,wikipedia
1310,RfC: Cuepoint Medium publication reliability,64012,64013,wikipedia
1311,RfC: Cuepoint Medium publication reliability,64026,64027,wikipedia
1312,Merger discussion,64040,64041,wikipedia
1313,RfC concerning the relationship between List of common misconceptions and List of topics characterized as pseudoscience,64073,64074,wikipedia
1314,Image proposal,64092,64093,wikipedia
1315,RfC: What was the outcome of the Battle of Chawinda?,64103,64104,wikipedia
1316,"RFC on notability of rural localities (e.g., Iranian ābādī)",64170,64171,wikipedia
1317,"RfC: Should Citation bot use cite web, or cite magazine, or cite news?",64176,64177,wikipedia
1318,RFC: Sydney Zatz on Royal Central,64268,64269,wikipedia
1319,RfC about mentioning of climate change,64292,64293,wikipedia
1320,RFC: Religion infobox line on [[Buddha]],64352,64353,wikipedia
1321,RFC: Flag icons on Members of non-reigning royal houses,64368,64369,wikipedia
1322,RFC: Flag icons on Members of non-reigning royal houses,64377,64378,wikipedia
1323,RfC on military objectives near civilians and Stara Krasnianka attack,64386,64387,wikipedia
1324,Sky News Australia,64414,64415,wikipedia
1325,extremist,64490,64491,wikipedia
1326,"RFC: Shortening of section ""Removal of designation""",64581,64582,wikipedia
1327,RFC: Fox News (news): politics & science,64607,64608,wikipedia
1328,Image galleries for non-Presidential primary candidates,65356,65357,wikipedia
1329,RFC on Structure of Lists of Italian Political Parties,65386,65387,wikipedia
1330,RfC about subject’s opening description,65395,65396,wikipedia
1331,Image RfC,65432,65433,wikipedia
